text,true_label,pred_label
晚 自 习 ， 两 个 同 学 交 头 接 耳 ， 数 次 之 后 ， 老 师 忍 无 可 忍 ， 喝 道 ： 说 什 么 呢 ？ 非 要 在 上 课 的 时 候 说 ？ ！ 学 生 战 战 兢 兢 地 答 道 ： 再 商 量 怎 么 给 祖 国 母 亲 庆 生 。,2,0
成 语 输 肝 沥 胆 发 音 shuganlidan 解 释 比 喻 对 人 极 为 忠 诚 。,3,3
前 几 天 说 什 么 来 着 ， 就 怕 梦 里 的 坏 事 成 真 ， 果 不 其 然 为 什 么 最 近 感 应 这 么 强 ？ 是 要 出 马 了 吗 自 挂 东 南 枝,5,5
13 年 那 个 短 片 超 恐 怖 [ 哆 啦 a 梦 害 怕 ],2,2
我 想 我 真 的 有 密 集 恐 惧 症 了 咋 就 这 么 多 人 呢 我 真 的 害 怕 和 焦 灼 汽 车 没 票 得 去 坐 火 车 结 果 只 能 站 着 去 另 一 个 地 方 转 转 过 后 还 得 再 转 今 晚 能 到 家 么 其 实 我 家 很 近 的 回 趟 家 不 容 易 阿 火 车 上 人 挤 人 味 道 也 难 闻 算 了 算 了 我 还 是 忍 忍 算 了?? 在 此 立 誓 ： 长 假 期 绝 对 不 出 门 ！ ！ ！ ！ | 芜 湖 · 两 站...,2,2
协 调 交 警 大 队 、 交 通 事 务 所 、 城 管 办 、 各 工 作 站 的 十 几 个 部 门 的 工 作 ， 与 同 时 也 与 城 建 办 、 市 交 委 等 各 部 门 联 系 ， 做 好 相 关 工 作 。,3,3
智 齿 是 怎 么 拔 的 ？ 看 完 后 简 直 吓 尿 了 ！ 知 道 牙 医 有 多 不 容 易 了 吧 ？,2,2
做 了 一 个 很 血 腥 的 梦 ， 现 在 满 脑 子 的 肢 解 ， 农 药 ， 杀 人 魔 。 我 天 ， 我 都 日 有 所 思 些 什 么 了,5,2
产 前 128 斤 ， 产 后 5 天 111. 4 斤 。 天 哪 ， 生 完 就 瘦 了 17 斤 ， 恢 复 好 快,5,5
该 村 目 前 正 在 发 展 花 红 特 色 产 业 ， 计 划 大 力 发 展 优 质 水 果 产 业 。,3,3
陈 坤 河 （ 1907 － 1934 ） ， 福 建 省 龙 岩 县 （ 今 龙 岩 市 新 罗 区 ） 白 沙 乡 郭 畲 村 人 。,3,3
推 杆 两 端 由 靠 近 摇 臂 的 调 整 螺 钉 处 的 回 油 孔 供 油 润 滑 。,3,3
我 觉 得 我 又 犯 选 择 困 难 症 了 ！ 老 是 这 样 ， 那 现 在 最 终 决 定 一 下 ， 以 后 这 个 号 就 发 日 常 ， 萌 cp 看 小 说 之 类 的 就 用 那 个 号 ， 各 司 其 职 ， 互 不 影 响 ， ok ？,0,0
永 远 不 知 道 意 外 和 明 天 哪 个 先 来 ， 且 行 且 珍 后 怕 [ 惊 恐 ] [ 惊 恐 ] [ 惊 恐 ] 余 姚 市,2,2
还 有 一 个 月 宝 宝 就 要 出 生 了 。 这 几 天 总 是 会 刷 微 博 ， 无 意 看 到 顺 产 或 者 剖 腹 产 的 过 程 ， 感 觉 会 超 级 无 敌 痛 和 恐 怖 ！ 啊 啊 啊 [ 悲 伤 ] [ 悲 伤 ] [ 悲 伤 ] 有 点 害 怕 了,2,2
突 然 站 在 阳 台 看 着 窗 外 ， 感 觉 大 学 生 活 一 天 天 在 减 少 ， 怎 么 说 呢 。 不 管 怎 样 ， 好 好 珍 惜 吧 ！,3,1
这 天 ， 人 类 突 然 回 想 起 追 篮 球 动 画 时 的 恐 怖 （ x ） 篮 球 的 时 候 至 少 还 有 原 作 可 循 ， 花 丸 这 个 未 知 数 实 在 可 怕,2,2
早 上 起 来 想 大 喊 一 声 iamthekingoftheworld!!!!,4,4
最 近 得 知 一 个 消 息 ， 为 什 么 我 们 会 多 交 200 元 的 住 宿 费 ， 那 是 因 为 我 们 住 在 阳 面 ， 那 多 出 来 的 200 元 是 用 来 买 阳 光 的 ！,5,5
去 年 十 一 图 书 馆 关 门 ， 我 和 小 主 聪 哥 背 着 小 书 包 去 教 学 楼 ， 各 个 教 室 转 找 人 少 的 ， 小 主 走 到 e 时 我 继 续 转 b ， 然 后 可 怕 的 事 情 发 生 了 ， bx01orx04 我 在 后 门 里 看 到 一 个 穿 毛 衣 的 男 生 在 拿 着 书 走 动 ， 然 而 我 推 门 推 不 开 ， 去 叫 小 主 来 了 说 根 本 没 人 这 教 室 开 不 开 ， 我 吓 坏 了 ， 从 前 门 看 从 窗 帘,2,2
有 时 候 亲 眼 看 着 比 随 意 想 象 恐 怖 太 多 ， 越 是 让 自 己 不 去 想 、 不 去 说 ， 反 而 越 像 一 根 刺 ， 扎 在 你 心 上 。 最 可 怕 的 是 ， 当 事 人 已 经 不 会 再 追 问 ， 不 会 再 思 前 想 后 ， 继 续 用 惯 用 手 段 让 此 刻 过 去 ， 然 后 回 到 原 状 ， 好 似 刚 刚 只 是 发 生 了 一 个 小 意 外 。 有 些 事 情 ， 变 了 就 是 变 了 ， 再 遮 挡 、 再 刻 意 忽 视 ，,1,2
最 讨 厌 随 地 拉 屎 的 人 了 小 孩 也 讨 厌 尼 玛,0,0
哈 哈 哈 我 从 小 学 到 至 今 都 是 朝 なかなか 起 きられない 一 点 长 进 没 有,1,1
突 然 想 找 yoga 的 几 首 歌 来 听 下 ， 然 后 伴 随 着 歌 声 入 眠 ， 我 是 真 的 好 久 没 怎 么 听 国 语 歌 了 ， 但 是 突 然 发 现 酷 狗 上 面 的 好 多 歌 都 不 见 了,5,1
以 后 这 样 的 事 真 的 不 要 来 找 我 了 0 经 验 者 还 得 安 慰 安 慰 前 辈 们 ， 最 不 会 做 的 事 就 是 安 慰 了,2,1
"hello, 大 家 好 ， 我 叫 初 五 ， 我 系 一 直 红 加 白 加 菲 猫 。 因 为 我 主 人 系 初 五 生 日 噶 我 系 今 年 8 月 21 号 出 世 ， 下 面 系 美 丽 动 人 温 柔 可 爱 大 方 第 一 日 抱 我 翻 离 噶 时 候 。",4,4
3 分 布 中 国 分 布 云 南 西 畴 县 （ 25918 ， 25919 ） 。,3,3
下 雪 了 ， 大 学 生 们 居 然 在 打 伞 。 。 一 点 都 没 有 感 受 冬 天 到 来 的 气 息 ， 没 有 亲 近 大 自 然 。,5,5
比 无 序 更 可 怕 的 是 僵 化 的 有 序 ， 前 者 意 味 着 对 自 由 的 寻 求 ， 呈 现 出 生 命 的 绚 烂 ； 后 者 是 理 性 的 凝 固 和 板 结 ， 消 失 了 蓬 勃 的 声 色 。 历 史 就 是 从 无 序 到 有 序 、 再 从 有 序 到 无 序 的 运 动 ， 没 有 目 的 但 人 在 其 中 茁 壮 成 长 。 没 有 必 要 恐 惧 历 史 的 运 动 ， 因 为 这 不 过 是 历 史 深 沉 的 呼 吸 。 把 握 住 自 由 与 美 ，,4,4
停 下 来 喝 杯 红 茶 ， 吃 小 点 ！ 轻 松 一 下 ， 放 送 心 情 ， 希 望 明 天 的 考 试 顺 利 通 过 ！,4,4
压 力 大 就 狂 吃 ， 心 情 不 好 也 狂 吃 ， 胃 疼,1,1
一 年 后 ， 谢 家 麟 被 斯 坦 福 大 学 微 波 与 高 能 物 理 实 验 室 派 往 芝 加 哥 ， 研 制 当 时 世 界 上 能 量 最 高 的 医 用 加 速 器 。,3,3
码 了 好 多 字 写 了 又 删 删 了 又 写 ， 自 己 还 没 办 法 好 好 组 织 语 言 吧 只 是 难 过 。 又 觉 得 写 的 心 情 要 是 放 上 来 ， 会 招 黑 的 吧,1,1
偶 滴 小 天 地 ， 天 天 happy～happy,4,4
唐 、 宋 时 ， 以 州 （ 府 ） 、 县 科 举 考 试 （ 乡 贡 、 乡 举 ） 中 试 者 称 乡 贡 士 。,3,3
广 东 五 洲 药 业 有 限 公 司 食 母 生 片 袋 内 发 现 像 蟑 螂 一 样 的 虫 子 ！ 这 药 品 是 在 厕 所 生 产 的 吗 ！,0,5
来 来 来! 你 告 诉 我 这 怎 么 背! 怎 么 背! 全 书 都 这 样! 你 让 我 怎 么 背! 重 要 的 事 情 说 三 遍! 怎 么 背! 怎 么 背! 怎 么 背!,0,0
每 天 都 有 烦 不 完 的 事 。 要 不 要 活 了 啊,0,0
打 开 手 机 发 现 上 司 给 我 发 了 条 消 息 吓 得 我 差 点 惨 叫 出 声 ， 点 开 一 看 是 国 庆 祝 福 [ 大 哭 ] [ 大 哭 ] [ 大 哭 ] [ 大 哭 ] 吓 死 我 了 啊 啊 啊 啊 啊 啊 啊,2,2
是 不 是 因 为 不 是 亲 生 的 就 这 样 ？ 一 直 以 来 ， 我 都 渴 望 被 爱 。 总 以 为 爱 的 前 提 就 是 只 是 单 纯 的 爱 ， 但 我 好 像 错 了 ， 大 错 特 错 ！ 因 为 血 缘 的 关 系 ， 我 们 有 着 一 条 永 远 无 法 跨 越 的 鸿 沟 。 我 一 直 体 验 不 了 那 种 感 觉 ， 直 到 我 自 己 的 女 儿 出 生 了 ， 我 才 真 正 明 白 了 ， 血 缘 是 一 种 奇 妙 的 东 西 ！,5,5
我 竟 然 有 国 外 的 客 户 ， 我 只 想 说 拍 这 么 便 宜 的 宝 贝,5,5
今 天 是 你 第 一 次 看 黄 色 的 银 杏 树 ， 妈 妈 带 你 去 了 白 岩 寺 。,3,4
不 要 期 待 ， 不 要 假 想 ， 不 要 强 求 ， 顺 其 自 然 ， 如 果 注 定 ， 便 一 定 会 发 生 。 心 安 ， 因 为 我 知 道 ， 我 永 远 等 不 了 他 ， 是 我 太 过 于 追 求,1,1
我 不 知 道 你 是 否 忘 记 我 了 我 不 知 道 你 有 没 有 偶 尔 想 起 我 我 也 曾 幻 想 过 我 们 的 明 天 啊 我 不 敢 去 喜 欢 别 人 因 为 我 怕 有 一 天 你 会 来 找 我,1,1
小 伙 伴 们 ， 今 天 主 页 菌 接 受 11 月 19 号 （ 周 四 ！ 周 四 ！ 周 四 ！ ） 的 点 歌 喔 ~,4,4
今 天 入 了 小 蜜 缇 俩 件 套 超 级 润 拯 救 常 年 嘴 唇 拔 干 星 人 就 是 味 道 不 怎 么 好 像 开 塞 露 和 凡 士 林 的 结 合 体 还 要 你 吃 进 去 除 了 这 个 真 的 是 完 美,4,4
证 监 会 两 个 副 部 级 干 部 落 马 ， 只 是 开 始,0,5
半 夜 睡 不 着 ， 早 上 起 不 来 ， 黑 色 星 期 二 又 来 了,1,1
美 丽 的 妹 子 总 是 在 我 身 边 真 好 ！ 长 得 真 好 看 ！ ！,4,4
不 间 断 刷 到 毛 子 新 闻 感 觉 下 一 秒 世 界 大 战 就 要 打 起 来 了 啊 啊 啊,2,5
什 么 玩 意 儿 阿 差 一 点 儿 就 过 了 都 没 了,0,1
如 果 把 西 游 记 倒 过 来 写 ， 好 像 也 没 有 什 么 不 对 啊 这 tmd 绝 对 又 是 一 部 神 作 ！,5,5
分 享 图 片 闲 得 无 聊 的 我 ， 百 度 了 一 下 ， 结 果 有 点 惊 恐,2,2
我 最 爱 最 爱 的 大 天 使 生 日 快 乐 ， 以 后 也 要 一 直 温 柔 下 去 啊,4,4
深 深 觉 得 自 己 性 格 好 包 子 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 特 么 的 我 也 想 撕 逼 撕 ！ 逼 ！,0,1
也 是 醉 我 这 种 几 乎 都 是 僵 尸 粉 的 微 博 还 有 人 盗 我 号,5,0
刚 才 禾 康 一 员 工 来 寄 快 递 ， 问 我 没 上 学 啊 ？ 我 说 我 毕 业 了 ， 看 我 很 年 轻 吗 ？ 他 问 我 几 岁 ， 我 说 22 ， 他 说 他 比 我 大 5 岁 。 我 说 你 看 上 去 也 很 年 轻 啊 ！ 然 后 他 说 你 这 个 年 纪 就 应 该 泡 妞 不 能 呆 这 儿 额 额 额 走 之 前 又 强 调 了 一 遍,5,5
刚 才 看 见 一 辆 车 与 出 租 车 追 尾 ， 一 群 出 租 车 司 机 聚 拢 过 来 围 住 那 辆 车 的 的 司 机 。 把 我 吓 出 了 一 身 汗 ， 看 来 千 万 不 要 与 出 租 车 亲 密 接 触 啊 。,2,2
【 泡 脚 十 几 分 钟 ， 居 然 要 被 截 肢 】 前 不 久 50 多 岁 的 糖 尿 病 患 者 张 伯 就 因 为 泡 脚 引 起 的 足 部 烫 伤 ， 脚 已 经 肿 胀 发 白 ， 十 分 吓 人 。 医 生 发 现 他 的 双 脚 因 为 烫 伤 而 引 发 足 外 疽 ， 经 过 抢 救 虽 然 保 住 性 命 ， 但 因 为 双 脚 已 经 坏 死 ， 只 能 截 肢 了 。 冬 天 泡 脚 ， 温 暖 又 幸 福 ， 并 不 是 所 有 人 都 适 合 泡 脚 。,5,2
家 门 口 东 风 日 产 的 4s 店 开 了 才 一 年 居 然 关 门 了,5,5
4 、 镜 子 摆 放 不 正 确 易 招 小 人 镜 子 在 我 们 的 生 活 中 是 常 用 的 物 品 ， 如 果 在 摆 放 中 位 置 摆 放 的 不 对 ， 那 就 会 对 主 人 不 利 的 。 一 是 在 办 公 室 中 不 要 在 对 面 摆 放 镜 子 ， 镜 子 对 着 人 不 好 。 在 居 家 风 水 中 镜 子 敢 不 要 正 对 着 床 位 ， 首 先 对 夫 妻 双 方 不 利 ， 更 重 要 的 是 导 致 招 小 人 ， 因 此 一 定 要 引 起 注 意 。,3,3
出 师 不 利 ， 倒 车 都 能 撞 树 上 ， 我 也 是 醉 了 我 的 滴 滴 呀,1,0
此 刻 凌 晨 5 : 10 ， 心 塞 塞 的 ， 与 蚊 子 斗 智 斗 勇 了 40 分 钟 ， 一 个 也 打 不 死 ， 困 的 将 近 崩 溃,0,1
从 上 班 到 现 在 学 生 进 入 社 会 这 个 阶 段 真 的 让 我 有 点 吃 不 消,1,1
"我 投 温 和 善 良 人 品 好 的 num 锅 几 票 ， 一 半 血 统 属 于 中 国 ， 这 种 根 本 没 意 思, 我 dk 都 不 在 永 远 是 偶 们 滴 男 神, 第 9 页 比 较 顺 眼 的 有 完 美 帅 哥 陆 毅 ( 偶 麻 麻 喜 欢 ， 感 觉 各 方 面 都 好 ) ， 基 仔 、 张 东 健 、 小 乔 ， 超 哥 更 喜 欢 他 家 俪 俪 正 在 等 她 的 剧 播 出 竟 然 教 主 也 在 此 页 不 科 学 柳 导 排 到 后 面 了 他 家",3,4
受 邀 出 席 旅 游 系 的 迎 新 晚 会 外 交 二 人 组 表 示 玩 得 很 开 心,4,4
每 一 件 事 情 不 要 只 记 住 了 结 果 也 要 长 点 教 训,4,1
最 近 看 完 《 9 号 秘 事 》 ， 再 一 次 被 reece 二 册 折 服 了 ， 鬼 才 编 剧 ， 鬼 才 演 员 ， 看 一 次 二 册 的 戏 ， 就 惊 叹 好 几 次 。 这 么 腐 国 的 编 剧 演 员 都 这 么 超 能,4,4
脚 面 疼 跑 休 15 天 ， 早 上 跑 后 又 开 始 疼 了 ， 天 哪 不 敢 再 疼 了 都 胖 3 公 斤 了,0,1
突 然 发 现 在 另 一 个 地 方 有 和 我 同 姓 同 名 的 异 性 ！ ！ 我 一 直 以 为 我 是 独 一 无 二 的??,5,5
待 了 快 3 个 月 ， 才 知 道 学 校 门 前 那 个 坡 上 去 是 火 葬 场,5,5
休 假 又 被 拖 ， 多 少 事 情 等 着 办 ， 都 排 的 好 好 的 ， 这 一 下 他 一 个 人 动 ， 全 家 人 行 程 都 得 跟 着 改 ， 真 是 够 了 ， 每 次 休 假 都 得 来 点 事 ， 这 次 一 定 要 分 手 了 ， 过 不 下 去 了,0,0
岁 月 悠 悠 转 身 又 回 首 再 无 喜 乐 哀 愁 往 事 如 烟 花 依 旧 红 尘 看 透 别 无 求,4,1
隔 壁 那 个 拉 一 块 就 叹 气 一 声 ！ 拉 完 不 出 来 还 抽 烟 ， 气 死 我 了 ！ ！ ！ 我 赶 紧 拉 完 走 才 行 ！ ！ ！,0,0
日 本 人 在 地 震 和 海 啸 保 持 着 异 常 镇 静 ！ 不 是 一 个 好 现 象 ， 历 经 大 灾 难 人 类 的 本 能 反 应 就 是 哭 ， 闹 ， 咆 哮 ， 伤 心 ， 愤 怒 。 。 日 本 是 个 压 抑 的 民 族 ， 面 对 突 如 其 来 的 重 创 ， 没 有 反 应 ， 或 者 反 应 不 够 ， 除 非 他 们 有 超 强 的 排 解 压 力 的 能 力 ， 或 者 这 创 伤 不 够 重 大 ， 都 不 是 ！ 情 绪 没 有 得 到 适 当 的 宣 泄,2,1
不 知 道 领 导 脑 子 里 装 的 是 什 么 把 自 习 室 旁 边 的 会 议 室 改 成 k 房 了 ！ ！ ！ ！ ！ ！ ！ ！ ！,0,0
若 我 可 再 活 千 次 万 次 我 都 盼 望 面 前 认 识 你,4,1
同 年 6 月 ， 区 教 育 局 任 命 郑 善 定 为 江 南 中 学 校 长 。,3,3
理 完 微 博 发 现 自 己 以 前 话 好 多 ， 满 满 少 女 心 。 第 一 条 是 2011 年 的 新 年 希 望 自 己 永 远 18 岁 ， 现 在 连 生 气 时 发 个 句 号 冒 泡 的 习 惯 都 改 了 。 立 正 ， 向 前 看 。 ( ),4,4
魔 术 师 dynamo 几 大 经 典 作 品 ， 卧 槽 被 震 惊 呆 了 ！ ！,5,5
最 近 总 是 失 眠 ， 心 慌 ， 好 不 容 易 睡 着 了 ， 还 总 是 被 噩 梦 惊 醒 。 很 久 之 前 有 一 段 时 间 因 为 总 是 梦 魇 ， 一 度 抗 拒 睡 觉 ， 真 是 受 不 了 我 自 己 了 。 想 不 通 平 时 我 也 挺 积 极 向 上 的 啊 ， 怎 么 会 有 这 种 情 况 出 现 ！ ！ ！ 每 次 看 着 天 由 黑 到 白 ， 就 想 抽 自 己 两 下 子 ， 心 好 累 哦 。,2,1
对 的 ， 这 一 次 我 是 真 的 生 气 了 ； 还 是 不 忍 心 打 扰 你 睡 觉 ， 然 后 我 就 自 己 一 个 人 躺 着 生 闷 气 就 当 是 生 我 自 己 的 气 吧 ！ 外 面 的 雨 也 真 是 够 了 ， 留 着 明 年 春 天 下 会 死 啊 。 今 天 已 被 雨 折 腾 够 了 。,1,1
没 化 妆 跑 出 来 吓 人 ， 希 望 不 会 遇 到 熟 人 [ 惊 恐 ],2,2
做 梦 真 有 毫 灵 啊 ， 那 我 前 几 天 还 做 梦 我 前 面 的 女 孩 子 签 单 了???? 千 万 不 要 啊 ， 我 压 力 山 大,2,2
开 启 双 十 一 退 货 模 式 。 。 。 来 看 看 ， 办 公 室 里 剁 手 党 们 要 退 的 货 已 经 铺 满 桌 子 了...,5,5
在 洗 澡 ！ 满 头 的 洗 发 水 泡 沫 准 备 冲 洗 ！ 突 然 砰 的 一 声 ！ 水 管 爆 裂 水 流 像 瀑 布 ！ 赶 快 包 着 浴 巾 头 巾 ！ 跑 去 楼 道 水 房 关 了 水 闸 ！ 我 气 的 有 想 要 拆 掉 房 子 的 冲 动 ！ 一 夜 没 睡 躺 在 沙 发 上 ！ 我 真 特 么,0,2
想 要 1500 块 钱 元 旦 回 家 ， 毕 竟 北 方 人 远 在 杭 州 上 学 来 回 路 费 太 贵 ， 暑 假 开 学 过 来 还 没 回 去 过,1,1
绝 交 书 。 。 。 我 和 我 的 大 朋 友 都 惊 呆 了 ！ ！ ！,5,5
总 是 感 觉 到 很 迷 茫 ， 做 什 么 都 提 不 起 兴 趣 ， 不 知 道 该 怎 么 去 做 ， 问 朋 友 都 说 一 样 ， 就 没 有 呢 能 帮 我 解 惑 么 ， 再 这 样 我 都 精 神 崩 溃 了 ，,1,2
我 的 天 啊 现 在 天 天 都 在 下 雨 我 都 快 疯 了,0,2
我 上 一 条 微 博 发 了 几 分 钟 阅 读 八 百 多 ， 吓 cry ， 出 什 么 事 了,5,2
第 二 十 三 条 ： 协 会 成 员 有 权 了 解 本 协 会 的 章 程 、 组 织 机 构 和 财 务 制 度 等 各 项 规 章 制 度 ， 对 协 会 的 管 理 和 活 动 提 出 建 议 和 质 询 。,3,3
30 秒 之 内 感 受 了 人 间 没 爱 到 有 爱 ， 我 长 的 就 是 那 么 好 欺 负,0,1
还 用 着 note4 的 我 战 战 兢 兢 稍 微 一 热 就 害 怕 boom [ 哆 啦 a 梦 汗 ],2,2
当 年 莫 名 的 喜 欢 ， 唱 也 会 唱 ， 背 也 会 背 ， 过 了 当 年 ， 很 奇 怪 的 全 忘 了,5,5
特 别 是 夜 晚 ， 通 过 高 科 技 夜 景 纪 光 ， 更 加 七 彩 斑 斓 绚 烂 夺 目 。,4,3
"对 抗 韩 流 ， 就 是 现 代 化 的 战 争, 现 代 化 的 战 争 不 是 明 刀 明 枪 ， 现 代 化 战 争 ， 体 现 在 文 化 体 育 政 治 各 个 方 面 ， 韩 流 在 韩 国 一 文 不 值 ， 娱 乐 明 星 的 收 入 很 低 ， 放 任 韩 流 在 中 国 大 地 肆 虐 实 际 上 就 是 中 国 管 理 者 的 失 职 与 犯 罪 ， 让 别 人 来 征 服 人 心 ， 自 己 失 去 人 心 ， 是 多 么 可 怕 与 恐 怖 的 事 情 。 一 天 多",3,2
最 憎 人 系 我 唔 够 训 的 时 候 来 挑 战 我 的 底 线,0,0
如 果 明 天 的 路 你 不 知 该 往 哪 儿 走 我 怎 么 会 突 然 喜 欢 上 这 首 俗 气 爆 的 歌 菇 奈 。,5,1
明 天 再 迟 到 小 山 羊 估 计 会 让 我 交 十 张 房 子 的 模 型 了,2,0
这 休 息 一 天 没 休 明 白 大 清 早 这 帮 人 就 不 让 人 睡 好,1,0
别 想 太 多 ， 会 很 累 ， 学 着 慢 慢 控 制 情 绪 ， 不 要 胡 思 乱 想 ， 别 困 在 一 团 乱 麻 般 的 情 绪 中 ， 动 弹 不 得 。 心 简 单 ， 那 什 么 都 简 单 了 ， 怀 揣 着 你 那 个 美 好 的 愿 望 ， 我 相 信 你 能 做 到 ， 更 相 信 幸 福 会 和 你 一 起 慢 慢 长 大 。,4,4
世 界 如 此 险 恶 ， 我 却 总 是 遇 见 如 此 温 暖 的 人 ， 们 。,4,4
这 次 的 砖 宝 宝 不 买 了 这 么 贵 不 约 ！ 尼 玛 一 个 月 内 跑 广 州 跑 北 京 你 当 我 活 在 长 沙 很 容 易 吗 气 死 我 了,0,0
最 终 还 是 中 药 治 好 了 感 冒 呼 吸 顺 畅 、 没 有 发 烧 头 痛 的 感 觉 真 真 好 ！,4,4
有 这 么 冷 吗 ？ 办 公 室 一 妹 子 烘 上 了 小 太 阳,5,1
"我 是 有 多 久 没 玩 儿 微 博 啊 ， what, 都 快 一 年 了 。 。 。",5,5
（ 6 ） 类 似 装 置 的 p & id 若 有 类 似 装 置 的 p & id 可 供 参 考 ， 则 有 利 于 吸 取 他 人 的 经 验 。,3,3
我 真 的 是 想 不 通 为 什 么 当 初 我 会 同 意 把 我 房 间 的 宽 带 分 给 客 厅 的 电 视,0,0
继 上 次 爽 了 vancouver 之 行 。 这 次 又 爽 了 newyork 。 自 己 真 是 越 大 越 不 靠 谱 了,0,0
每 到 下 午 心 里 依 然 会 隐 隐 作 痛 ， 这 一 颗 不 安 的 心 ， 孟 晨 ， 为 什 么 你 离 开 我 我 会 如 此 痛 苦 ， 怎 样 能 心 里 好 受 一 点 儿 ， 我 整 夜 失 眠 ， 满 脑 子 都 是 你 啊,1,1
【 充 电 宝 居 然 能 偷 窥 手 机 里 的 私 密 照 ！,5,5
我 相 信 上 天 是 在 考 验 我 所 以 我 要 努 力 得 到 它 的 认 可,4,4
据 说 美 国 纽 约 时 代 广 场 刚 刚 开 炸 ， 救 援 车 一 大 片 开 来 ！,5,5
主 持 的 昭 平 专 场 晚 会 圆 满 结 束 ， 去 吃 据 说 味 道 最 好 的 小 龙 虾 咯,4,4
并 非 所 有 音 箱 都 需 要 均 衡 器 去 修 饰 ， 惠 威 t200a 频 响 曲 线 和 漫 步 者 r1600t 数 码 版 的 频 响 曲 线 都 较 为 平 直 ， 并 不 需 要 再 度 修 饰 。,3,3
calmdown ！ calmdown ！ 再 坚 持 坚 持 ， 坚 持 坚 持 ！ 没 别 的 要 求 ， 劳 资 只 想 每 天 12 点 之 前 睡 觉,0,4
当 失 去 对 一 件 事 新 鲜 感 的 同 时 也 失 去 了 好 好 做 这 件 事 的 动 力 。 每 天 上 课 渐 渐 也 麻 木 了 ， 发 现 精 髓 或 者 捷 径 就 是 抓 住 重 点 和 考 点 ， 只 有 准 备 公 开 课 的 时 候 才 会 去 挖 掘 那 些 知 识 中 有 趣 的 东 西 ， 但 却 没 有 精 力 每 节 课 都 这 么 认 真 准 备 。 尽 量 ， 时 刻 保 持 新 鲜 感 ！,4,1
我 喝 了 口 过 期 的 漱 口 水 我 会 不 会 要 屎 了,2,2
拿 写 书 来 说 ， 越 是 到 后 期 ， 书 的 质 量 的 提 高 越 主 要 。,3,3
优 秀 只 能 算 达 标 ， 我 要 的 不 仅 技 精 而 且 艺 美 。,4,4
万 万 没 想 到 有 一 天 会 被 自 己 喜 欢 的 一 首 歌 吓 到,5,5
是 我 眼 瞎 了 还 是 怎 么 的 ， 一 个 小 时 前 看 了 眼 火 箭 领 先 15 分 ， 刚 才 一 看 怎 么 落 后 21 分 了,0,5
"看 牙 进 行 时 ， 有 点 恐 怖 ， 竟 然 种 牙 要 抽 血 ， 还 要 拍 口 腔 照 片 ， 不 是 ct, 第 一 次 ，",2,2
今 天 风 好 大 许 久 不 见 的 大 光 明 再 次 降 临 ？ ！ 说 好 的 齐 刘 海 小 萝 莉 呢 心 中 千 万 只 呼 啸 而 过 ～～ 再 见 光 秃 秃 的 脑 门 再 也 不 见 ！ ！,1,4
我 要 去 帮 忙 了 ， 与 其 这 么 说 ， 不 如 说 我 要 去 赴 死 了 。 脸 上 大 写 的 悲 壮 ， 更 可 怕 的 是 我 没 有 带 隐 形 眼 镜 回 来 ！ 我 一 定 会 死 的 很 难 看 ， 好 害 怕,2,2
男 人 是 小 气 的 人 ， 当 看 到 自 己 的 女 人 对 待 别 的 男 人 比 自 己 还 要 好 的 时 候 ， 肯 定 会 有 想 法 会 吃 醋 会 生 气 ！ 下 班 会 因 自 己 男 人 做 事 晚 下 来 几 分 钟 都 会 发 火 的 人 ， 却 可 以 在 上 班 快 要 迟 到 的 时 候 为 了 等 别 的 男 人 停 车 等 很 久 ， 最 后 还 为 了 那 个 男 人 晚 到 ， 居 然 说 下 班 都 等 你 那 么 久 现 在 等 一 下 有 什 么,0,0
舞 台 的 可 怕 之 处 在 于 它 会 放 大 一 个 人 的 缺 点 但 舞 台 的 更 可 怕 之 处 在 于 它 会 放 大 一 个 人 的 优 点 使 你 有 些 不 认 识 那 样 一 个 完 美 的 你,2,4
真 不 是 装 娇 弱 ， 我 今 天 在 看 湄 公 河 的 中 途 已 经 开 始 心 慌 加 手 抖 了 ， 看 完 一 直 没 办 法 平 复 这 种 情 绪 ， 现 在 差 不 多 平 复 了 ， 其 实 真 的 没 什 么 好 吓 人 的 ， 就 是 莫 名 其 妙 的 心 慌 ， 我 平 时 基 本 不 看 这 种 类 型 的 片 子 ， 还 没 适 应 吧,2,2
不 理 解 您 老 人 家 工 作 全 推 给 我 ， 说 话 还 那 样 的 语 气 ， 真 是 服 了,0,0
想 太 多 ， 容 易 自 作 多 情 ， 并 且 ， 想 太 多,1,1
- 爱 得 深 、 爱 得 早 、 都 不 如 爱 的 刚 刚 好 嗯 ～ 是 的 ！,4,4
店 家 说 我 的 快 递 正 在 向 我 狂 奔 而 来 他 的 狂 奔 速 度 真 是 让 我 抓 狂,0,2
澳 洲 接 受 了 那 么 多 难 民 。 。 。 看 来 好 日 子 也 要 到 头 了,1,0
生 活 就 是 这 样 那 我 自 私 点 我 希 望 什 么 不 好 的 事 没 钱 的 日 子 肥 胖 远 离 我 任 何 都 走 开,1,1
