text,true_label,pred_label,llm_response,k_shot,protocol
【泡脚十几分钟，居然要被截肢……】前不久50多岁的糖尿病患者张伯就因为泡脚引起的足部烫伤，脚已经肿胀发白，十分吓人。医生发现他的双脚因为烫伤而引发足外疽，经过抢救虽然保住性命，但因为双脚已经坏死，只能截肢了。冬天泡脚，温暖又幸福，并不是所有人都适合泡脚。,5,2,2,5,balanced-held-out-test
家门口东风日产的4s店开了才一年居然关门了,5,2,2,5,balanced-held-out-test
4、镜子摆放不正确易招小人镜子在我们的生活中是常用的物品，如果在摆放中位置摆放的不对，那就会对主人不利的。一是在办公室中不要在对面摆放镜子，镜子对着人不好。在居家风水中镜子敢不要正对着床位，首先对夫妻双方不利，更重要的是导致招小人，因此一定要引起注意。,3,3,3,5,balanced-held-out-test
出师不利，倒车都能撞树上，我也是醉了……我的滴滴呀,1,0,0,5,balanced-held-out-test
此刻凌晨5:10，心塞塞的，与蚊子斗智斗勇了40分钟，一个也打不死，困的将近崩溃,0,0,0,5,balanced-held-out-test
从上班到现在学生进入社会这个阶段真的让我有点吃不消,1,0,0,5,balanced-held-out-test
"我投温和善良人品好的Num锅几票，一半血统属于中国，这种根本没意思,我Dk都不在永远是偶们滴男神,第9页比较顺眼的有完美帅哥陆毅(偶麻麻喜欢，感觉各方面都好)，基仔、张东健、小乔，超哥更喜欢他家俪俪正在等她的剧播出竟然教主也在此页不科学柳导排到后面了他家不屑这个",3,4,4,5,balanced-held-out-test
受邀出席旅游系的迎新晚会外交二人组表示玩得很开心,4,4,4,5,balanced-held-out-test
每一件事情不要只记住了结果也要长点教训,4,3,3,5,balanced-held-out-test
最近看完《9号秘事》，再一次被Reece二册折服了，鬼才编剧，鬼才演员，看一次二册的戏，就惊叹好几次。这么腐国的编剧演员都这么超能,4,4,4,5,balanced-held-out-test
脚面疼跑休15天，早上跑后又开始疼了，天哪不敢再疼了都胖3公斤了,0,2,2,5,balanced-held-out-test
突然发现在另一个地方有和我同姓同名的异性！！我一直以为我是独一无二的……??,5,0,0,5,balanced-held-out-test
待了快3个月，才知道学校门前那个坡上去是火葬场…,5,2,2,5,balanced-held-out-test
休假又被拖，多少事情等着办，都排的好好的，这一下他一个人动，全家人行程都得跟着改，真是够了，每次休假都得来点事，这次一定要分手了，过不下去了,0,0,0,5,balanced-held-out-test
岁月悠悠转身又回首再无喜乐哀愁往事如烟花依旧红尘看透别无求,4,3,3,5,balanced-held-out-test
隔壁那个拉一块就叹气一声！拉完不出来还抽烟，气死我了！！！我赶紧拉完走才行！！！,0,0,0,5,balanced-held-out-test
日本人在地震和海啸保持着异常镇静！不是一个好现象，历经大灾难人类的本能反应就是哭，闹，咆哮，伤心，愤怒。。日本是个压抑的民族，面对突如其来的重创，没有反应，或者反应不够，除非他们有超强的排解压力的能力，或者这创伤不够重大，都不是！情绪没有得到适当的宣泄，我怕引发下一轮的自杀潮！,2,0,0,5,balanced-held-out-test
不知道领导脑子里装的是什么……把自习室旁边的会议室改成K房了！！！！！！！！！,0,5,5,5,balanced-held-out-test
若我可再活千次万次我都盼望面前认识你,4,4,4,5,balanced-held-out-test
同年6月，区教育局任命郑善定为江南中学校长。,3,3,3,5,balanced-held-out-test
理完微博发现自己以前话好多，满满少女心。第一条是2011年的新年希望自己永远18岁，现在连生气时发个句号冒泡的习惯都改了。立正，向前看。(˶‾᷄⁻̫‾᷅˵),4,4,4,5,balanced-held-out-test
魔术师Dynamo几大经典作品，卧槽被震惊呆了！！,5,4,4,5,balanced-held-out-test
最近总是失眠，心慌，好不容易睡着了，还总是被噩梦惊醒。很久之前有一段时间因为总是梦魇，一度抗拒睡觉，真是受不了我自己了。想不通平时我也挺积极向上的啊，怎么会有这种情况出现！！！每次看着天由黑到白，就想抽自己两下子，心好累哦。,2,0,0,5,balanced-held-out-test
对的，这一次我是真的生气了；还是不忍心打扰你睡觉，然后我就自己一个人躺着生闷气就当是生我自己的气吧！外面的雨也真是够了，留着明年春天下会死啊。今天已被雨折腾够了。,1,0,0,5,balanced-held-out-test
没化妆跑出来吓人，希望不会遇到熟人[惊恐],2,0,0,5,balanced-held-out-test
做梦真有毫灵啊，那我前几天还做梦我前面的女孩子签单了????千万不要啊，我压力山大,2,0,0,5,balanced-held-out-test
开启双十一退货模式。。。来看看，办公室里剁手党们要退的货已经铺满桌子了...,5,0,0,5,balanced-held-out-test
在洗澡！满头的洗发水泡沫准备冲洗！突然砰的一声！水管爆裂水流像瀑布！赶快包着浴巾头巾！跑去楼道水房关了水闸！我气的有想要拆掉房子的冲动！一夜没睡躺在沙发上！我真特么……………,0,0,0,5,balanced-held-out-test
想要1500块钱元旦回家，毕竟北方人远在杭州上学来回路费太贵，暑假开学过来还没回去过,1,3,3,5,balanced-held-out-test
绝交书。。。我和我的大朋友都惊呆了！！！,5,5,5,5,balanced-held-out-test
总是感觉到很迷茫，做什么都提不起兴趣，不知道该怎么去做，问朋友都说一样，就没有呢能帮我解惑么，再这样我都精神崩溃了，,1,0,0,5,balanced-held-out-test
我的天啊现在天天都在下雨我都快疯了,0,0,0,5,balanced-held-out-test
……我上一条微博发了几分钟阅读八百多，吓cry，出什么事了,5,0,0,5,balanced-held-out-test
第二十三条：协会成员有权了解本协会的章程、组织机构和财务制度等各项规章制度，对协会的管理和活动提出建议和质询。,3,3,3,5,balanced-held-out-test
30秒之内感受了人间没爱到有爱，我长的就是那么好欺负,0,0,0,5,balanced-held-out-test
还用着note4的我战战兢兢……稍微一热就害怕boom[哆啦A梦汗],2,2,2,5,balanced-held-out-test
当年莫名的喜欢，唱也会唱，背也会背，过了当年，很奇怪的全忘了,5,3,3,5,balanced-held-out-test
特别是夜晚，通过高科技夜景纪光，更加七彩斑斓绚烂夺目。,4,4,4,5,balanced-held-out-test
"对抗韩流，就是现代化的战争,现代化的战争不是明刀明枪，现代化战争，体现在文化体育政治各个方面，韩流在韩国一文不值，娱乐明星的收入很低，放任韩流在中国大地肆虐实际上就是中国管理者的失职与犯罪，让别人来征服人心，自己失去人心，是多么可怕与恐怖的事情。一天多一点点7140...",3,2,2,5,balanced-held-out-test
最憎人系我唔够训的时候来挑战我的底线,0,0,0,5,balanced-held-out-test
如果明天的路你不知该往哪儿走我怎么会突然喜欢上这首俗气爆的歌……菇奈。,5,0,0,5,balanced-held-out-test
明天再迟到小山羊估计会让我交十张房子的模型了,2,0,0,5,balanced-held-out-test
这休息一天没休明白…大清早这帮人就不让人睡好…,1,2,2,5,balanced-held-out-test
别想太多，会很累，学着慢慢控制情绪，不要胡思乱想，别困在一团乱麻般的情绪中，动弹不得。心简单，那什么都简单了，怀揣着你那个美好的愿望，我相信你能做到，更相信幸福会和你一起慢慢长大。,4,3,3,5,balanced-held-out-test
世界如此险恶，我却总是遇见如此温暖的人，们。,4,4,4,5,balanced-held-out-test
这次的砖宝宝不买了这么贵不约！尼玛一个月内跑广州跑北京你当我活在长沙很容易吗气死我了,0,0,0,5,balanced-held-out-test
最终还是中药治好了感冒呼吸顺畅、没有发烧头痛的感觉真真好！,4,4,4,5,balanced-held-out-test
有这么冷吗？办公室一妹子烘上了小太阳,5,2,2,5,balanced-held-out-test
"我是有多久没玩儿微博啊，what,都快一年了。。。",5,0,0,5,balanced-held-out-test
（6）类似装置的P&ID若有类似装置的P&ID可供参考，则有利于吸取他人的经验。,3,3,3,5,balanced-held-out-test
我真的是想不通为什么当初我会同意把我房间的宽带分给客厅的电视,0,0,0,5,balanced-held-out-test
继上次爽了vancouver之行。这次又爽了newyork。自己真是越大越不靠谱了,0,4,4,5,balanced-held-out-test
每到下午心里依然会隐隐作痛，这一颗不安的心，孟晨，为什么你离开我我会如此痛苦，怎样能心里好受一点儿，我整夜失眠，满脑子都是你啊,1,1,1,5,balanced-held-out-test
【充电宝居然能“偷窥”手机里的私密照！,5,2,2,5,balanced-held-out-test
我相信上天是在考验我所以我要努力得到它的认可,4,3,3,5,balanced-held-out-test
据说美国纽约时代广场刚刚开炸，救援车一大片开来！,5,5,5,5,balanced-held-out-test
主持的昭平专场晚会圆满结束，去吃据说味道最好的小龙虾咯,4,4,4,5,balanced-held-out-test
并非所有音箱都需要均衡器去修饰，惠威T200A频响曲线和漫步者R1600T数码版的频响曲线都较为平直，并不需要再度修饰。,3,3,3,5,balanced-held-out-test
Calmdown！Calmdown！再坚持坚持，坚持坚持！没别的要求，劳资只想每天12点之前睡觉,0,3,3,5,balanced-held-out-test
当失去对一件事新鲜感的同时也失去了好好做这件事的动力。每天上课渐渐也麻木了，发现精髓或者捷径就是抓住重点和考点，只有准备公开课的时候才会去挖掘那些知识中有趣的东西，但却没有精力每节课都这么认真准备。尽量，时刻保持新鲜感！,4,0,0,5,balanced-held-out-test
我喝了口过期的漱口水我会不会要屎了,2,0,0,5,balanced-held-out-test
拿写书来说，越是到后期，书的质量的提高越主要。,3,3,3,5,balanced-held-out-test
优秀只能算达标，我要的不仅技精而且艺美。,4,3,3,5,balanced-held-out-test
万万没想到有一天会被自己喜欢的一首歌吓到,5,2,2,5,balanced-held-out-test
是我眼瞎了还是怎么的，一个小时前看了眼火箭领先15分，刚才一看怎么落后21分了,0,2,2,5,balanced-held-out-test
"看牙进行时，有点恐怖，竟然种牙要抽血，还要拍口腔照片，不是ct,第一次，",2,2,2,5,balanced-held-out-test
今天风好大许久不见的“大光明”再次降临？！说好的齐刘海小萝莉呢心中千万只呼啸而过～～再见光秃秃的脑门再也不见！！,1,5,5,5,balanced-held-out-test
我要去帮忙了，与其这么说，不如说我要去赴死了。脸上大写的悲壮，更可怕的是我没有带隐形眼镜回来！我一定会死的很难看，好害怕,2,0,0,5,balanced-held-out-test
男人是小气的人，当看到自己的女人对待别的男人比自己还要好的时候，肯定会有想法会吃醋会生气！下班会因自己男人做事晚下来几分钟都会发火的人，却可以在上班快要迟到的时候为了等别的男人停车等很久，最后还为了那个男人晚到，居然说“下班都等你那么久现在等一下有什么关系”，想想我也是醉了,0,0,0,5,balanced-held-out-test
舞台的可怕之处在于它会放大一个人的缺点但舞台的更可怕之处在于它会放大一个人的优点使你有些不认识那样一个完美的你,2,4,4,5,balanced-held-out-test
真不是装娇弱，我今天在看湄公河的中途已经开始心慌加手抖了，看完一直没办法平复这种情绪，现在差不多平复了，其实真的没什么好吓人的，就是莫名其妙的心慌，我平时基本不看这种类型的片子，还没适应吧…,2,2,2,5,balanced-held-out-test
不理解您老人家工作全推给我，说话还那样的语气，真是服了,0,0,0,5,balanced-held-out-test
想太多，容易自作多情，并且，想太多,1,1,1,5,balanced-held-out-test
-爱得深、爱得早、都不如爱的刚刚好……嗯～是的！,4,4,4,5,balanced-held-out-test
店家说我的快递正在向我狂奔而来他的狂奔速度真是让我抓狂,0,0,0,5,balanced-held-out-test
澳洲接受了那么多难民。。。看来好日子也要到头了,1,2,2,5,balanced-held-out-test
生活就是这样那我自私点我希望什么不好的事没钱的日子肥胖远离我任何都走开,1,0,0,5,balanced-held-out-test
找个没人的地方，对着镜子，给自己鞠个躬，然后对自己说一句：姑奶奶，您辛苦了，2015年您真的很不容易！心没少伤！苦也没少受！气更没少生！人又变老了！2016年一定要对自己好点！咋高兴咋任性就咋来！！！您玩儿乐呵了就好,4,4,4,5,balanced-held-out-test
昨蹭了个巨慢歪飞只下到一半然而就是辣么巧秦俊杰才出现就让我别着急本来镜头就少没有歪飞怪我咯,0,3,3,5,balanced-held-out-test
有些东西放不下真的是很难过，唉你们为什么这样对我,1,0,0,5,balanced-held-out-test
CP吧是最困难的一种平台，本想圈地自萌，可又躲不过纯粉的监视，吧务战战兢兢、风声鹤唳。可是这样的结果就是把CP粉的心伤了，一手好牌打到烂。,3,0,0,5,balanced-held-out-test
拉完屎得亏有习惯性看便便形状，今天有新目标，钱居然掉马桶里边？？？,5,2,2,5,balanced-held-out-test
这是我人生做过最可怕的梦了梦中梦中梦中梦中梦。。周围的人都是鬼变得更可怕的是每次我以为我醒了又重复做着第一个梦的事然后就反反复复无限做着直到有人给我打电话响铃我才醒腿现在还是软的我滴妈呀[泪]（恐怖游轮即视感还是加强版！！！,2,0,0,5,balanced-held-out-test
【泡脚十几分钟，居然要被截肢…】前不久50多岁的糖尿病患者张伯就因为泡脚引起的足部烫伤，脚已经肿胀发白，十分吓人。医生发现他的双脚因为烫伤而引发足外疽，经过抢救虽然保住性命，但因为双脚已经坏死，只能截肢了。冬天泡脚，温暖又幸福，并不是所有人都适合泡脚。via钱江晚报赶紧泡会压压惊,5,2,2,5,balanced-held-out-test
最开心的还是宿舍又聚在了一起玩了一晚上捉黑A不是贡牌就是输真是心累么么哒爱你们,4,4,4,5,balanced-held-out-test
第四天了，不对，现在是第五天了，唉！此时此刻又在想你了，可是早已经离我而去了，你早知道最终是这样的结局吧，可是为什么要我来和你走这个结局呢！你伤了我的真心，我现在的感觉又爱又恨又不甘心！你把我耍的好苦！真的想知道我有没有得到过你的心，得到了又拥有过多久呢？,1,0,0,5,balanced-held-out-test
胃痛胃酸胃胀+全身乏力，这是怎么了,1,2,2,5,balanced-held-out-test
2006年修建了斋堂、寮房、水塔、围墙，对后大殿缘法堂重新装修起用，硬化、绿化、美化寺院总投入150余万元。,3,3,3,5,balanced-held-out-test
这个群体多数是80年代后出生的城市近郊的人。,3,3,3,5,balanced-held-out-test
上海海关扣了老长时间总算到了，说实在的双十一的量真把我吓到了，第一次见快递排队,5,2,2,5,balanced-held-out-test
2搅打基本成团之后，放入黄油碎继续搅打。,3,3,3,5,balanced-held-out-test
一般地说，三角洲下沉在于其沉积物的负载，均衡调整性迁移，松散沉积物的断裂塑性变形起的破坏及压实作用。,3,3,3,5,balanced-held-out-test
很多时候，回头看看让自己苦不堪言的郁闷、忧愁、纠结、焦虑，其实都是自己和自己在较劲。,1,1,1,5,balanced-held-out-test
又做了挫事，用自己的流量看了一集电视，流量严重超出，我真的是猪啊。。。。。。,0,0,0,5,balanced-held-out-test
自从湛江开通直飞航班之后，每天天空就多这道美景，飞机每天都在湛蓝的天空上忙碌的飞行着，,4,3,3,5,balanced-held-out-test
那星闻君百科君的投票，一个多小时前，有些人比我们还少几百票，现在我们才涨到1000多票他却一万多票了,5,0,0,5,balanced-held-out-test
就知道肯定是我脑洞又开了不对脑洞开了从来就没有关过好吗我知道了知道了没事了找帅哥而已关我个毛线事啊,0,4,4,5,balanced-held-out-test
孟德就把事情的经过全部对他说了，宋孝孙就把他看作是自首，并将其安置在秦州。,3,3,3,5,balanced-held-out-test
这是什么鬼？！走错电影院了不过电影还是精彩的，虽然错过了前面的半个小时，还是给影片给自己点个赞,5,4,4,5,balanced-held-out-test
试一试，发一发微博，见笑！,3,3,3,5,balanced-held-out-test
太可怕了，我在弹阳关三叠的历苦辛，然后我妈直接来了句“mi-do-re”，我翻回去看了看简谱还真是，小心脏简直受到了惊吓，这是降b调啊我妈居然听得出来？！,5,2,2,5,balanced-held-out-test
早～外面的雨好恐怖，很多地方估计都被淹了。我还是老老实实宅在家里，要是出去的话真有点担心自己会被大水冲走。祝大家平安,2,2,2,5,balanced-held-out-test
是不是我为自己说的话付出了代价啊？为什么这几天老是害怕睡觉啊？一睡觉就是满脑子恐怖[惊恐]的画面啊？还有特别想哭的冲突？本来想着成为国家一级逃犯，现在这点事情都快吓死我了，成为一个逃犯必须具备:坚强，勇敢，不畏惧生死，敢于拼搏，还有舍弃一些其他东西比如感情，一个逃犯是不可以有感情...全文,2,0,0,5,balanced-held-out-test
由专用的数字自动控制装置、保护装置、数字接口电路和真空断路器、两组专用交流接触器等电器元件组成。,3,3,3,5,balanced-held-out-test
刚看了滚蛋吧，肿瘤君，哭的稀里哗啦的,1,1,1,5,balanced-held-out-test
也没啥就觉得自己最近特倒霉就像要500修个电脑,1,0,0,5,balanced-held-out-test
给自己送上一个大大的祝福，也谢谢大家的祝福，又老了一岁，生日快乐,4,4,4,5,balanced-held-out-test
明年去澳洲的机票，2000块，双11已经用信用卡支付了，可是还不上就不是吃土的问题了,2,0,0,5,balanced-held-out-test
我竟然做了五十个抬腿10个仰卧起坐就这么起床了,5,3,3,5,balanced-held-out-test
别人要怎样那是自己的事情，管别人那么多事干嘛真是烦,0,0,0,5,balanced-held-out-test
泡沫包装厂已成为青岛澳珂玛集团、海尔集团的定点协作厂家。,3,3,3,5,balanced-held-out-test
注意力不集中，控制不了自己好想跟闺蜜出去兜兜，不想一个人待着胡思乱想,1,1,1,5,balanced-held-out-test
眼睛近视，做激光矫正手术吗百度一查，[流汗]眼科医生自己都不做，太恐怖了[惊恐]你愿意让你的孩子遭这样的罪吗[眼泪]试试三中睛吧，不仅可以彻底改善视力，还不会有副作用，美国FAD认证产品，安全可靠，我自己也天天喝[咖啡]，每天受益者反馈也不断，真的每天都发不完[眼泪],2,2,2,5,balanced-held-out-test
在网上营业厅查询话费，才发现我和老李的手机号已经用了8年多,5,3,3,5,balanced-held-out-test
我很怕蟑螂我想起来都会发麻打冷颤我很恶心蟑螂所以我很怕我害怕它在我站着不动时爬上没穿长裤的腿我害怕我手碰到的地方它爬过我害怕我打赤脚的地方它来过我害怕它侵占我的房子我害怕不要和我讲有什么好怕不要问我为什么这点小东西都怕你可以觉得我大惊小怪浮夸做作但是我就怕,2,2,2,5,balanced-held-out-test
